?gene	?label	?taxon_label
<http://www.ncbi.nlm.nih.gov/gene/10058>	"ABCB6"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/131669>	"UROC1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/288>	"ANK3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8604>	"SLC25A12"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1906>	"EDN1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6635>	"SNRPE"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4117>	"MAK"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4091>	"SMAD6"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2819>	"GPD1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/91137>	"SLC25A46"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/343035>	"RD3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5921>	"RASA1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1650>	"DDOST"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10999>	"SLC27A4"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1453>	"CSNK1D"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/90624>	"LYRM7"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1417>	"CRYBB3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/224>	"ALDH3A2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9997>	"SCO2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1244>	"ABCC2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8575>	"PRKRA"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3891>	"KRT85"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7508>	"XPC"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/23092>	"ARHGAP26"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6795>	"AURKC"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/388662>	"SLC6A17"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/25915>	"NDUFAF3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2916>	"GRM6"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/93210>	"PGAP3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1733>	"DIO1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4907>	"NT5E"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4624>	"MYH6"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4166>	"CHST6"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/38>	"ACAT1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7480>	"WNT10B"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6327>	"SCN2B"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/265>	"AMELX"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1859>	"DYRK1A"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3998>	"LMAN1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5224>	"PGAM2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/269>	"AMHR2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/170692>	"ADAMTS18"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3588>	"IL10RB"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6476>	"SI"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/84343>	"HPS3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7138>	"TNNT1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8910>	"SGCE"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1415>	"CRYBB2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6505>	"SLC1A1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5444>	"PON1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4607>	"MYBPC3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5649>	"RELN"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/51151>	"SLC45A2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/51733>	"UPB1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5002>	"SLC22A18"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3340>	"NDST1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1272>	"CNTN1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/23389>	"MED13L"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/56203>	"LMOD3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5479>	"PPIB"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4340>	"MOG"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/286887>	"KRT6C"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/54704>	"PDP1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4902>	"NRTN"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/23345>	"SYNE1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/167691>	"LCA5"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10599>	"SLCO1B1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/146057>	"TTBK2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8115>	"TCL1A"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4047>	"LSS"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4838>	"NODAL"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/735>	"C9"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4547>	"MTTP"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3673>	"ITGA2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7200>	"TRH"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/79092>	"CARD14"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9051>	"PSTPIP1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9368>	"SLC9A3R1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10771>	"ZMYND11"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4157>	"MC1R"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2688>	"GH1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/28960>	"DCPS"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/23126>	"POGZ"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3431>	"SP110"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9381>	"OTOF"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10309>	"CCNO"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8787>	"RGS9"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9382>	"COG1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/22861>	"NLRP1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5582>	"PRKCG"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/146183>	"OTOA"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6323>	"SCN1A"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/729238>	"SFTPA2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3321>	"IGSF3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4595>	"MUTYH"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/84706>	"GPT2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7979>	"SHFM1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9662>	"CEP135"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/55605>	"KIF21A"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/590>	"BCHE"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8878>	"SQSTM1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1030>	"CDKN2B"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7222>	"TRPC3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5216>	"PFN1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8021>	"NUP214"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/246213>	"SLC17A8"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/84062>	"DTNBP1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/51185>	"CRBN"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5309>	"PITX3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4514>	"COX3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2548>	"GAA"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/55036>	"CCDC40"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/551>	"AVP"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/60528>	"ELAC2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/26610>	"ELP4"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5792>	"PTPRF"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/79738>	"BBS10"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/5917>	"RARS"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/27184>	"DISC2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/11043>	"MID2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/124093>	"CCDC78"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1326>	"MAP3K8"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/55690>	"PACS1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/643418>	"LIPN"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6775>	"STAT4"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8452>	"CUL3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/7584>	"ZNF35"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2>	"A2M"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/4329>	"ALDH6A1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/8710>	"SERPINB7"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3753>	"KCNE1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/841>	"CASP8"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6315>	"ATXN8OS"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10059>	"DNM1L"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1056>	"CEL"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/282996>	"RBM20"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2664>	"GDI1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/1050>	"CEBPA"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/9928>	"KIF14"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/219736>	"STOX1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6507>	"SLC1A3"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/54977>	"SLC25A38"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/80067>	"DCAF17"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6821>	"SUOX"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/23554>	"TSPAN12"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/10367>	"MICU1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/57674>	"RNF213"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/6253>	"RTN2"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/344018>	"FIGLA"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/2934>	"GSN"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.ncbi.nlm.nih.gov/gene/3746>	"KCNC1"^^<http://www.w3.org/2001/XMLSchema#string>	"Homo sapiens"^^<http://www.w3.org/2001/XMLSchema#string>
