?gene	?label	?taxon_label
<http://zfin.org/ZDB-GENE-050106-1>	"trpa1b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040718-29>	"cldn7a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1768>	"unm_t31191"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040625-167>	"rap1aa"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1082>	"unm_t30678"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-882>	"yoi"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-1981>	"ubxn4"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1323>	"unm_t30470"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-140123-2>	"unm_sm07"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-834>	"unm_s280"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-556>	"unm_m417"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-140122-15>	"unm_sm1262"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-2438>	"trl"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-150723-2>	"unm_muz100"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-090416-5>	"nokr2"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1186>	"unm_t30935"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1907>	"unm_t31255"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-233>	"unm_te292d"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1681>	"unm_t31073"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-943>	"unm_t30788"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-131121-306>	"tusc5a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1632>	"unm_t31352"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-1305>	"cldn15a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-111201-3>	"rny1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-265>	"unm_tg292c"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1620>	"unm_t31444"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1274>	"unm_t30657"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1292>	"unm_t30853"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-100113-9>	"unm_it864"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1389>	"unm_t30506"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1167>	"unm_t30178"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1748>	"unm_t31365"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1228>	"unm_t30789"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1641>	"unm_t31426"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-860>	"unm_s270"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-116>	"cml"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-40>	"ppa"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-333>	"unm_m652"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-030131-5579>	"rgs14a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1530>	"unm_t30758"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-100208-2>	"usp2b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-728>	"woo"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1324>	"unm_t30356"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-080318-4>	"ruc"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-649>	"unm_m749"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-000607-82>	"wwp2"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1446>	"unm_t30433"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-2572>	"rnf170"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1123>	"unm_t30432"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1595>	"unm_ty54x"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1962>	"unm_t31486"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1788>	"unm_t31343"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1443>	"unm_t30457"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-814>	"unm_s181"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1001>	"unm_t30640"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1586>	"unm_dtft1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1364>	"unm_t30725"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1347>	"unm_t30663"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-140122-4>	"unm_sm600"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1361>	"unm_t30722"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-050920-1>	"hapln1b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1044>	"unm_t30913"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-744>	"nbf"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-1714>	"pin1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1280>	"unm_t30637"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-794>	"uta"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-080317-6>	"slv"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-990415-237>	"rx2"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-2462>	"wat"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1743>	"unm_t31423"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-081003-2>	"rnu2"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-2132>	"mmp9"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-892>	"chee"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-849>	"unm_s219"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1983>	"unm_t30994"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1931>	"unm_t31436"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1302>	"unm_t30367"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-858>	"unm_s206"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-980526-265>	"myog"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1698>	"prst"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1903>	"unm_t31248"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-090423-1>	"specc1lb"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1376>	"unm_t30170"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-800>	"amj"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-030513-2>	"pomca"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1791>	"unm_t31346"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-452>	"unm_tg209f"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1012>	"unm_t30134"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-2249>	"poa"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-061108-2>	"cylda"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-711>	"aur"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-110127-1>	"adcyap1r1b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-050417-135>	"syt13"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1959>	"unm_t31483"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-923>	"unm_t30459"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-374>	"unm_tf18c"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1729>	"unm_t31269"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-637>	"unm_tt279a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1435>	"unm_t30741"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1144>	"unm_t30425"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-643>	"unm_te262e"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1231>	"unm_t30683"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1180>	"unm_t30341"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1453>	"unm_t30251"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-150701-2>	"irbl"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040426-1274>	"sox4b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1016>	"unm_t30654"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070627-6>	"gin5"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-2449>	"uni"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-990415-51>	"tcf3a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-515>	"unm_m564"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1955>	"unm_t31437"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070820-10>	"lig4"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1121>	"unm_t30473"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-80>	"whr"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-050609-28>	"mir206-1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-111103-11>	"unm_m1166"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1303>	"unm_t30421"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-270>	"unm_m428"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1756>	"unm_t31428"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-864>	"unm_s273"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1038>	"unm_t30595"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1536>	"unm_t30398"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-081210-7>	"elk"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-259>	"unm_tk263"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-991008-6>	"cyt1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-881>	"mich"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1243>	"unm_t30334"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-041014-352>	"ehd3"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-040912-7>	"lyn"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-030131-8312>	"vps37a"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-2386>	"spl"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1893>	"unm_t31146"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1719>	"unm_t31226"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-499>	"unm_m266"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1392>	"unm_t30730"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-865>	"unm_s245"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-010406-2>	"meis3"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1283>	"unm_t30465"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-060927-1>	"pcsk9"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-150723-9>	"unm_muz112"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-719>	"dln"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-787>	"fsi"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-357>	"unm_tm109"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-101124-3>	"ptk7b"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1521>	"unm_t30932"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-388>	"unm_tn218d"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-090218-30>	"ulk2"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-946>	"unm_t30855"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-678>	"llg"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070719-2>	"amer1"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1047>	"unm_t30888"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-1290>	"unm_t30857"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-792>	"dada"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-070117-195>	"unm_m607"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
<http://zfin.org/ZDB-GENE-150701-9>	"rof"^^<http://www.w3.org/2001/XMLSchema#string>	"Danio rerio"^^<http://www.w3.org/2001/XMLSchema#string>
