Character Number	GeneID	Genename	EQ IC	Entity IC	Evidence
1	ZDB-GENE-030131-2333	hexb	0.27	0.26	N/A
1	ZDB-GENE-030131-5450	usp36	0.27	0.26	N/A
1	ZDB-GENE-030131-970	rpl7l1	0.27	0.26	N/A
1	ZDB-GENE-040426-1076	eif3g	0.27	0.26	N/A
1	ZDB-GENE-040801-40	bag3	0.27	0.26	N/A
1	ZDB-GENE-051120-138	smyd3	0.27	0.26	N/A
1	ZDB-GENE-080724-7	usp13	0.27	0.26	N/A
1	ZDB-GENE-081022-45	acd	0.27	0.26	N/A
1	ZDB-GENE-100212-2	tnfaip3	0.27	0.26	N/A
1	ZDB-GENE-120123-8	unm_tft3	0.27	0.26	N/A
2	ZDB-GENE-000622-1	gata6	0.27	0.26	N/A
2	ZDB-GENE-030131-2808	polr2gl	0.27	0.26	N/A
2	ZDB-GENE-030131-5450	usp36	0.27	0.26	N/A
2	ZDB-GENE-030131-970	rpl7l1	0.27	0.26	N/A
2	ZDB-GENE-040426-1076	eif3g	0.27	0.26	N/A
2	ZDB-GENE-041007-3	twistnb	0.27	0.26	N/A
2	ZDB-GENE-080724-7	usp13	0.27	0.26	N/A
2	ZDB-GENE-100212-2	tnfaip3	0.27	0.26	N/A
1	ZDB-GENE-040426-1332	arrb2b	0.27	0.25	N/A
1	ZDB-GENE-070117-1645	unm_t31296	0.27	0.25	N/A
1	ZDB-GENE-070117-742	cfy	0.27	0.25	N/A
2	ZDB-GENE-020228-1	spns1	0.27	0.25	N/A
4	ZDB-GENE-070117-2504	byp	0.27	0.25	N/A
4	ZDB-GENE-080813-1	dmrt2b	0.27	0.25	N/A
1	ZDB-GENE-070117-2499	bub	0.27	0.24	N/A
1	ZDB-GENE-110511-1	susd4	0.27	0.24	N/A
1	ZDB-GENE-040426-57	smc1al	0.27	0.23	N/A
1	ZDB-GENE-041220-2	tfr1b	0.27	0.23	N/A
1	ZDB-GENE-070117-177	unm_m763	0.27	0.23	N/A
1	ZDB-GENE-070117-194	unm_tg226	0.27	0.23	N/A
1	ZDB-GENE-070117-199	unm_tn222	0.27	0.23	N/A
1	ZDB-GENE-070117-2125	hoer	0.27	0.23	N/A
1	ZDB-GENE-070117-2202	balh	0.27	0.23	N/A
1	ZDB-GENE-070117-240	unm_tc280d	0.27	0.23	N/A
1	ZDB-GENE-070117-2402	sad	0.27	0.23	N/A
1	ZDB-GENE-070117-2473	wir	0.27	0.23	N/A
1	ZDB-GENE-070117-281	unm_tm28	0.27	0.23	N/A
1	ZDB-GENE-070117-439	unm_m451	0.27	0.23	N/A
1	ZDB-GENE-070117-484	unm_tg292a	0.27	0.23	N/A
1	ZDB-GENE-070117-543	unm_tv53	0.27	0.23	N/A
1	ZDB-GENE-070627-6	gin5	0.27	0.23	N/A
1	ZDB-GENE-091204-439	ccdc64	0.27	0.23	N/A
1	ZDB-GENE-120309-3	snord44	0.27	0.23	N/A
2	ZDB-GENE-030131-5338	otud4	0.27	0.23	N/A
2	ZDB-GENE-040426-2847	usp25	0.27	0.23	N/A
1	ZDB-GENE-030219-132	usp10	0.27	0.22	N/A
1	ZDB-GENE-040426-1016	mtmr8	0.27	0.22	N/A
1	ZDB-GENE-060307-1	alg13	0.27	0.22	N/A
1	ZDB-GENE-070117-136	unm_tp202	0.27	0.22	N/A
1	ZDB-GENE-070117-2147	klu	0.27	0.22	N/A
1	ZDB-GENE-070117-221	unm_tq254	0.27	0.22	N/A
1	ZDB-GENE-070117-244	unm_tz227c	0.27	0.22	N/A
1	ZDB-GENE-070117-279	unm_tg310a	0.27	0.22	N/A
1	ZDB-GENE-070912-613	vcpip1	0.27	0.22	N/A
1	ZDB-GENE-980526-192	col2a1a	0.27	0.22	N/A
2	ZDB-GENE-030219-132	usp10	0.27	0.22	N/A
2	ZDB-GENE-060307-1	alg13	0.27	0.22	N/A
4	ZDB-GENE-030219-132	usp10	0.27	0.22	N/A
4	ZDB-GENE-040426-1016	mtmr8	0.27	0.22	N/A
4	ZDB-GENE-040824-2	clasp1b	0.27	0.22	N/A
4	ZDB-GENE-060307-1	alg13	0.27	0.22	N/A
4	ZDB-GENE-070912-613	vcpip1	0.27	0.22	N/A
1	ZDB-GENE-010320-1	cdk1	0.27	0.21	N/A
1	ZDB-GENE-030131-4356	usp24	0.27	0.21	N/A
1	ZDB-GENE-030616-408	cenpn	0.27	0.21	N/A
1	ZDB-GENE-040426-841	ccdc94	0.27	0.21	N/A
1	ZDB-GENE-040718-108	otub1a	0.27	0.21	N/A
1	ZDB-GENE-040930-6	cenpl	0.27	0.21	N/A
1	ZDB-GENE-041008-142	usp28	0.27	0.21	N/A
1	ZDB-GENE-070117-2343	snt	0.27	0.21	N/A
1	ZDB-GENE-070117-2347	sen	0.27	0.21	N/A
4	ZDB-GENE-030131-2808	polr2gl	0.27	0.21	N/A
4	ZDB-GENE-030131-5450	usp36	0.27	0.21	N/A
4	ZDB-GENE-030131-970	rpl7l1	0.27	0.21	N/A
4	ZDB-GENE-040426-1076	eif3g	0.27	0.21	N/A
4	ZDB-GENE-041007-3	twistnb	0.27	0.21	N/A
4	ZDB-GENE-080724-7	usp13	0.27	0.21	N/A
4	ZDB-GENE-100212-2	tnfaip3	0.27	0.21	N/A
1	ZDB-GENE-040905-4	wdr18	0.27	0.2	N/A
1	ZDB-GENE-070117-1000	unm_t30583	0.27	0.2	N/A
1	ZDB-GENE-070117-1001	unm_t30640	0.27	0.2	N/A
1	ZDB-GENE-070117-1013	unm_t30648	0.27	0.2	N/A
1	ZDB-GENE-070117-1128	unm_t30844	0.27	0.2	N/A
1	ZDB-GENE-070117-1132	unm_t30902	0.27	0.2	N/A
1	ZDB-GENE-070117-1629	unm_t31016	0.27	0.2	N/A
1	ZDB-GENE-070117-1630	unm_t31053	0.27	0.2	N/A
1	ZDB-GENE-070117-1631	unm_t31089	0.27	0.2	N/A
1	ZDB-GENE-070117-1633	unm_t31091	0.27	0.2	N/A
1	ZDB-GENE-070117-1634	unm_t31115	0.27	0.2	N/A
1	ZDB-GENE-070117-1635	unm_t31187	0.27	0.2	N/A
1	ZDB-GENE-070117-1636	unm_t31188	0.27	0.2	N/A
1	ZDB-GENE-070117-1637	unm_t31376	0.27	0.2	N/A
1	ZDB-GENE-070117-1638	unm_t31416	0.27	0.2	N/A
1	ZDB-GENE-070117-1639	unm_t31417	0.27	0.2	N/A
1	ZDB-GENE-070117-1640	unm_t31425	0.27	0.2	N/A
1	ZDB-GENE-070117-1641	unm_t31426	0.27	0.2	N/A
1	ZDB-GENE-070117-1642	unm_t31427	0.27	0.2	N/A
1	ZDB-GENE-070117-1644	unm_t31475	0.27	0.2	N/A
1	ZDB-GENE-070117-951	unm_t30392	0.27	0.2	N/A
1	ZDB-GENE-041014-190	dpf3	0.27	0.19	N/A
1	ZDB-GENE-070501-10	itga7	0.27	0.19	N/A
1	ZDB-GENE-071205-1	kof	0.27	0.19	N/A
1	ZDB-GENE-070117-2430	tig	0.27	0.18	N/A
2	ZDB-GENE-030131-4356	usp24	0.27	0.18	N/A
2	ZDB-GENE-030616-408	cenpn	0.27	0.18	N/A
2	ZDB-GENE-040930-6	cenpl	0.27	0.18	N/A
2	ZDB-GENE-070117-2447	gon4l	0.27	0.18	N/A
4	ZDB-GENE-030616-37	nsfa	0.27	0.18	N/A
1	ZDB-GENE-070117-2447	gon4l	0.27	0.17	N/A
